#logback.classic pattern: %date{ISO8601} | %-5level | %msg [%logger{40}<%thread>] %n%xEx
2023-08-24 12:20:36,402 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:36,466 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:36,466 | INFO  | Processing changelogs of TaskManagementChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:36,466 | INFO  |   * processing changelog db/changelog/task.db.changelog-1.0.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:36,470 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:36,498 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:36,954 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:37,066 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:37,067 | INFO  |   * processing changelog db/changelog/task.db.changelog-1.1.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:37,069 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:37,091 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:37,556 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:37,607 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:37,608 | INFO  |   * processing changelog db/changelog/task.db.changelog-1.3.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:37,611 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:37,635 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:38,197 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:38,253 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:38,253 | INFO  |   * processing changelog db/changelog/task.db.changelog-2.1.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:38,256 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:38,282 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:38,797 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:38,884 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:38,886 | INFO  |   * processing changelog db/changelog/task.db.changelog-3.0.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:38,894 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:38,920 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:39,441 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:39,511 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:39,511 | INFO  |   * processing changelog db/changelog/task.db.changelog-3.1.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:39,514 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:39,543 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:40,075 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:40,133 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:40,134 | INFO  |   * processing changelog db/changelog/task.db.changelog-3.2.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:40,148 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:40,181 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:41,730 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:41,777 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:41,778 | INFO  | Processing changelogs of PushNotificationsManagementChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:41,779 | INFO  |   * processing changelog db/changelog/push-notifications.db.changelog-1.0.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:41,786 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:41,833 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:42,271 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:42,313 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:42,313 | INFO  | Processing changelogs of KudosRDBMSChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:42,314 | INFO  |   * processing changelog db/changelog/kudos-rdbms.db.changelog-master.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:42,316 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:42,338 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:43,062 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:43,110 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:43,111 | INFO  | Processing changelogs of AttachmentsContextRDBMSChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:43,111 | INFO  |   * processing changelog changelog/attachments-context-rdbms.db.changelog.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:43,114 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:43,152 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:43,740 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:43,794 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:43,794 | INFO  | Processing changelogs of Only Office ChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:43,794 | INFO  |   * processing changelog db.changelogs/onlyoffice-changelog-1.0.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:43,797 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:43,819 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:44,521 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:44,578 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:44,579 | INFO  | Processing changelogs of PerkStoreRDBMSChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:44,579 | INFO  |   * processing changelog db/changelog/perkstore-rdbms.db.changelog-master.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:44,584 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:44,619 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:45,261 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:45,448 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:45,449 | INFO  | Processing changelogs of GamificationChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:45,449 | INFO  |   * processing changelog db/changelog/github-connector.db.changelog-1.0.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:45,452 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:45,469 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:45,842 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:45,883 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:45,884 | INFO  | Processing changelogs of PollRDBMSChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:45,884 | INFO  |   * processing changelog db/changelog/poll-rdbms.db.changelog-master.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:45,890 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:45,912 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:46,609 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:46,646 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:46,647 | INFO  | Processing changelogs of CommonsChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:46,647 | INFO  |   * processing changelog db/changelog/idm.queue.db.changelog-1.0.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:46,657 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:46,684 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:47,122 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:47,172 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:47,172 | INFO  | Processing changelogs of GamificationChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:47,172 | INFO  |   * processing changelog db/changelog/gamification.db.changelog-1.0.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:47,177 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:47,202 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:47,752 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:48,068 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:48,068 | INFO  | Processing changelogs of WalletRDBMSChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:48,068 | INFO  |   * processing changelog db/changelog/wallet-rdbms.db.changelog-master.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:48,070 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:48,087 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:48,685 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:48,772 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:48,773 | INFO  | Processing changelogs of WalletRDBMSChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:48,773 | INFO  |   * processing changelog db/changelog/reward-rdbms.db.changelog-master.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:48,776 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:48,799 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:49,359 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:49,442 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:49,443 | INFO  | Processing changelogs of WebConferencingChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:49,443 | INFO  |   * processing changelog db/changelog/webconferencing.db.changelog-1.0.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<main>] 
2023-08-24 12:20:49,446 | INFO  | Set default schema name to PUBLIC [liquibase.database<main>] 
2023-08-24 12:20:49,481 | INFO  | Successfully acquired change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:49,975 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<main>] 
2023-08-24 12:20:50,020 | INFO  | Successfully released change log lock [liquibase.lockservice<main>] 
2023-08-24 12:20:50,025 | INFO  | Start Init Files nameSpaces  [o.e.c.file.services.NameSpaceService<main>] 
2023-08-24 12:20:50,034 | INFO  | SocialNameSpacePlugin declares the namespace social [o.e.c.file.services.NameSpaceService<main>] 
2023-08-24 12:20:50,041 | INFO  | WikiNameSpacePlugin declares the namespace wiki [o.e.c.file.services.NameSpaceService<main>] 
2023-08-24 12:20:50,044 | INFO  | AppCenterNameSpacePlugin declares the namespace appCenter [o.e.c.file.services.NameSpaceService<main>] 
2023-08-24 12:20:50,047 | INFO  | PerkStoreNameSpacePlugin declares the namespace PerkStore [o.e.c.file.services.NameSpaceService<main>] 
2023-08-24 12:20:50,051 | INFO  | BrandingNameSpacePlugin declares the namespace CompanyBranding [o.e.c.file.services.NameSpaceService<main>] 
2023-08-24 12:20:50,054 | INFO  | SocialNameSpacePlugin declares the namespace gamification [o.e.c.file.services.NameSpaceService<main>] 
2023-08-24 12:20:50,057 | INFO  | End Init Files nameSpaces  [o.e.c.file.services.NameSpaceService<main>] 
2023-08-24 12:20:50,059 | INFO  | Start initialization of the Profile settings service data [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,067 | INFO  |     Profile property fullName already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,069 | INFO  |     Profile property firstName already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,072 | INFO  |     Profile property lastName already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,075 | INFO  |     Profile property email already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,078 | INFO  |     Profile property position already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,080 | INFO  |     Profile property company already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,083 | INFO  |     Profile property location already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,084 | INFO  |     Profile property department already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,087 | INFO  |     Profile property team already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,090 | INFO  |     Profile property profession already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,094 | INFO  |     Profile property country already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,096 | INFO  |     Profile property city already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,097 | INFO  |     Profile property phones already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,101 | INFO  |     Profile property phones.work already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,106 | INFO  |     Profile property phones.home already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,109 | INFO  |     Profile property phones.other already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,111 | INFO  |     Profile property ims already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,114 | INFO  |     Profile property ims.facebook already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,117 | INFO  |     Profile property ims.msn already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,120 | INFO  |     Profile property ims.jitsi already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,126 | INFO  |     Profile property ims.skype already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,130 | INFO  |     Profile property ims.other already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,133 | INFO  |     Profile property urls already exists, ignoring the entry [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:20:50,133 | INFO  | Profile settings service data initialized [o.e.s.c.p.ProfilePropertyDatabaseInitializer<main>] 
2023-08-24 12:21:07,756 | INFO  | The JCR will throw an exception anytime we will try to use a dead session. [exo.jcr.component.core.SessionImpl<main>] 
2023-08-24 12:21:07,886 | INFO  | Create node with alias 'eXoApplications' 'collaboration:/exo:applications' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:07,902 | INFO  | Create node with alias 'eXoServices' 'collaboration:/exo:services' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:07,911 | INFO  | Create node with alias 'usersPath' 'collaboration:/Users' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:07,922 | INFO  | Create node with alias 'groupsPath' 'collaboration:/Groups' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:07,926 | INFO  | Create node with alias 'exoECMSystemPath' 'dms-system:/exo:ecm' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:07,931 | INFO  | Create node with alias 'exoTaxoTreesDefinitionPath' 'dms-system:/exo:ecm/exo:taxonomyTrees/definition' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:07,943 | INFO  | Create node with alias 'exoTaxoTreesStoragePath' 'dms-system:/exo:ecm/exo:taxonomyTrees/storage' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:07,963 | INFO  | Create node with alias 'exoFolksonomiesPath' 'dms-system:/exo:ecm/exo:folksonomies' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:07,965 | INFO  | Create node with alias 'exoTagStylePath' 'dms-system:/exo:ecm/exo:folksonomies/exo:tagStyles' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:07,972 | INFO  | Create node with alias 'exoDrivesPath' 'dms-system:/exo:ecm/exo:drives' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:07,976 | INFO  | Create node with alias 'templatesPath' 'dms-system:/exo:ecm/templates' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:07,979 | INFO  | Create node with alias 'cmsScriptsPath' 'dms-system:/exo:ecm/scripts' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:07,981 | INFO  | Create node with alias 'ecmExplorerScripts' 'dms-system:/exo:ecm/scripts/ecm-explorer' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:07,983 | INFO  | Create node with alias 'ecmActionScripts' 'dms-system:/exo:ecm/scripts/ecm-explorer/action' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:07,989 | INFO  | Create node with alias 'ecmInterceptorScripts' 'dms-system:/exo:ecm/scripts/ecm-explorer/interceptor' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:07,996 | INFO  | Create node with alias 'ecmWidgetScripts' 'dms-system:/exo:ecm/scripts/ecm-explorer/widget' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:07,998 | INFO  | Create node with alias 'metadataPath' 'dms-system:/exo:ecm/metadata' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:08,000 | INFO  | Create node with alias 'queriesPath' 'dms-system:/exo:ecm/queries' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:08,007 | INFO  | Create node with alias 'viewsPath' 'dms-system:/exo:ecm/views' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:08,009 | INFO  | Create node with alias 'viewTemplatesPath' 'dms-system:/exo:ecm/views/templates' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:08,011 | INFO  | Create node with alias 'userViewsPath' 'dms-system:/exo:ecm/views/userviews' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:08,013 | INFO  | Create node with alias 'ecmExplorerTemplates' 'dms-system:/exo:ecm/views/templates/ecm-explorer' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:08,015 | INFO  | Create node with alias 'digitalAssetsPath' 'collaboration:/Digital Assets' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:08,017 | INFO  | Create node with alias 'digitalPicturePath' 'collaboration:/Digital Assets/Pictures' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:08,020 | INFO  | Create node with alias 'digitalVideoPath' 'collaboration:/Digital Assets/Videos' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:08,022 | INFO  | Create node with alias 'digitalAudioPath' 'collaboration:/Digital Assets/Music' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:08,024 | INFO  | Create node with alias 'newDocumentsTrashPath' 'collaboration:/Trash' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:08,026 | INFO  | Create node with alias 'exoPublicTagNode' 'collaboration:/tags' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:08,029 | INFO  | Create node with alias 'exoLogosNode' 'collaboration:/Application Data' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:08,032 | INFO  | Create node with alias 'siteContent' 'collaboration:/sites' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:08,034 | INFO  | Create node with alias 'liveSiteContent' 'collaboration:/sites' [e.j.c.ext.NodeHierarchyCreatorImpl<main>] 
2023-08-24 12:21:08,044 | INFO  | Start WebSchemaConfigServiceImpl... [o.e.s.w.c.i.WebSchemaConfigServiceImpl<main>] 
2023-08-24 12:21:08,048 | INFO  | Start LivePortalManagementService.... [o.e.s.w.p.i.LivePortalManagerServiceImpl<main>] 
2023-08-24 12:21:11,841 | INFO  | Clean all locked nodes in the system [o.e.s.cms.lock.impl.LockServiceImpl<main>] 
2023-08-24 12:21:12,544 | INFO  | Onlyoffice Editor service successfuly started [o.e.o.OnlyofficeEditorServiceImpl<main>] 
2023-08-24 12:21:29,515 | INFO  | Web Conferencing service started. [o.e.w.WebConferencingService<main>] 
2023-08-24 12:21:29,531 | INFO  | 0 Calls state were updated to stopped  [o.e.w.WebConferencingService<main>] 
2023-08-24 12:21:30,548 | INFO  | Analytics client initialized and is ready to proceed analytics data [o.e.analytics.es.AnalyticsESClient<main>] 
2023-08-24 12:21:33,807 | INFO  | Cloud Drive service successfuly started [o.e.s.cms.clouddrives.CloudDriveService<main>] 
2023-08-24 12:21:33,976 | INFO  | Cleaning ViewerStorage /home/dev-josh/Desktop/invictus/platform-community-6.4.1/temp/CloudDrive.ViewerStorage [o.e.s.c.clouddrives.viewer.ViewerStorage<main>] 
2023-08-24 12:21:35,925 | INFO  | def-folder-node-type = nt:folder [e.j.c.webdav.WebDavServiceInitParams<main>] 
2023-08-24 12:21:35,926 | INFO  | def-file-node-type = nt:file [e.j.c.webdav.WebDavServiceInitParams<main>] 
2023-08-24 12:21:35,926 | INFO  | def-file-mimetype = application/octet-stream [e.j.c.webdav.WebDavServiceInitParams<main>] 
2023-08-24 12:21:35,926 | INFO  | update-policy = create-version [e.j.c.webdav.WebDavServiceInitParams<main>] 
2023-08-24 12:21:35,926 | INFO  | auto-version = checkin-checkout [e.j.c.webdav.WebDavServiceInitParams<main>] 
2023-08-24 12:21:35,926 | INFO  | folder-listing-paths-allowed-regex =  [e.j.c.webdav.WebDavServiceInitParams<main>] 
2023-08-24 12:21:35,939 | INFO  | untrusted-user-agents = gvfs/* [e.j.c.webdav.WebDavServiceInitParams<main>] 
2023-08-24 12:21:35,940 | INFO  | untrusted-user-agents = Microsoft Office .* [e.j.c.webdav.WebDavServiceInitParams<main>] 
2023-08-24 12:21:35,940 | INFO  | untrusted-user-agents = (Word|Excel|PowerPoint).* [e.j.c.webdav.WebDavServiceInitParams<main>] 
2023-08-24 12:21:35,943 | INFO  | folder-icon-path = /eXoWCMResources/skin/images/file/nt-folder.png [e.j.c.webdav.WebDavServiceInitParams<main>] 
2023-08-24 12:21:51,960 | INFO  | Index news_v1 already exists. Index creation requests will not be sent. [o.e.c.s.es.client.ElasticIndexingClient<main>] 
2023-08-24 12:21:52,595 | INFO  | Index file_v3 already exists. Index creation requests will not be sent. [o.e.c.s.es.client.ElasticIndexingClient<main>] 
2023-08-24 12:21:53,538 | INFO  | Pipeline doesn't exist for index file_v3. Mapping creation requests will be sent. [o.e.c.s.es.client.ElasticIndexingClient<main>] 
2023-08-24 12:22:05,068 | ERROR | Error when trying to send request to ES. Url: http://127.0.0.1:9200/_ingest/pipeline/file, StatusCode: 400, Message: {"error":{"root_cause":[{"type":"parse_exception","reason":"No processor type exists with name [attachment]","processor_type":"attachment"}],"type":"parse_exception","reason":"No processor type exists with name [attachment]","processor_type":"attachment"},"status":400} [o.e.c.search.es.client.ElasticClient<main>] 
2023-08-24 12:22:05,098 | ERROR | create_pipeline;;file_v3;400;{"error":{"root_cause":[{"type":"parse_exception","reason":"No processor type exists with name [attachment]","processor_type":"attachment"}],"type":"parse_exception","reason":"No processor type exists with name [attachment]","processor_type":"attachment"},"status":400};11538;{} [org.exoplatform.es.audittrail<main>] 
2023-08-24 12:22:05,945 | INFO  | Index activity_v1 already exists. Index creation requests will not be sent. [o.e.c.s.es.client.ElasticIndexingClient<main>] 
2023-08-24 12:22:06,432 | INFO  | Index profile_v2 already exists. Index creation requests will not be sent. [o.e.c.s.es.client.ElasticIndexingClient<main>] 
2023-08-24 12:22:06,930 | INFO  | Index rule_v1 already exists. Index creation requests will not be sent. [o.e.c.s.es.client.ElasticIndexingClient<main>] 
2023-08-24 12:22:07,221 | INFO  | Index event_v1 already exists. Index creation requests will not be sent. [o.e.c.s.es.client.ElasticIndexingClient<main>] 
2023-08-24 12:22:07,468 | INFO  | Index notes_v1 already exists. Index creation requests will not be sent. [o.e.c.s.es.client.ElasticIndexingClient<main>] 
2023-08-24 12:22:07,529 | INFO  | Index space_v2 already exists. Index creation requests will not be sent. [o.e.c.s.es.client.ElasticIndexingClient<main>] 
