#logback.classic pattern: %date{ISO8601} | %-5level | %msg [%logger{40}<%thread>] %n%xEx
2023-08-24 11:48:38,623 | INFO  | Primary key added to WIKI_PAGES_RELATED_PAGES (PAGE_ID, RELATED_PAGE_ID) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,624 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-30::wiki ran successfully in 16ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,642 | INFO  | Columns ATTACHMENT_FILE_ID(BIGINT) added to WIKI_PAGE_ATTACHMENTS [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,643 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-39::wiki ran successfully in 10ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,667 | INFO  | Columns ATTACHMENT_FILE_ID(BIGINT) added to WIKI_DRAFT_ATTACHMENTS [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,667 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-40::wiki ran successfully in 11ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,708 | INFO  | Columns NAME,UPDATED_DATE,CREATOR,TITLE,CONTENT,MIMETYPE dropped from WIKI_PAGE_ATTACHMENTS [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,709 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-42::wiki ran successfully in 30ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,757 | INFO  | Columns NAME,UPDATED_DATE,CREATOR,TITLE,CONTENT,MIMETYPE dropped from WIKI_DRAFT_ATTACHMENTS [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,759 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-43::wiki ran successfully in 39ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,785 | INFO  | NOT NULL constraint has been added to WIKI_PAGE_ATTACHMENTS.ATTACHMENT_FILE_ID [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,786 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-44::wiki ran successfully in 15ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,806 | INFO  | NOT NULL constraint has been added to WIKI_DRAFT_ATTACHMENTS.ATTACHMENT_FILE_ID [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,808 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-45::wiki ran successfully in 10ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,833 | INFO  | Column WIKI_PAGE_PERMISSIONS.IDENTITY renamed to WIKI_IDENTITY [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,844 | INFO  | Column WIKI_WIKI_PERMISSIONS.IDENTITY renamed to WIKI_IDENTITY [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,846 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-46::wiki ran successfully in 21ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,873 | INFO  | NOT NULL constraint has been added to WIKI_PAGE_ATTACHMENTS.CREATED_DATE [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,874 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-47::wiki ran successfully in 13ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,900 | INFO  | NOT NULL constraint has been added to WIKI_DRAFT_ATTACHMENTS.CREATED_DATE [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,901 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-48::wiki ran successfully in 14ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,927 | INFO  | NOT NULL constraint has been added to WIKI_DRAFT_PAGES.CREATED_DATE [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,941 | INFO  | NOT NULL constraint has been added to WIKI_DRAFT_PAGES.UPDATED_DATE [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,943 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-49::wiki ran successfully in 28ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,978 | INFO  | NOT NULL constraint has been added to WIKI_PAGES.CREATED_DATE [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,989 | INFO  | NOT NULL constraint has been added to WIKI_PAGES.UPDATED_DATE [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:38,990 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-50::wiki ran successfully in 26ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,013 | INFO  | NOT NULL constraint has been added to WIKI_PAGE_MOVES.CREATED_DATE [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,014 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-51::wiki ran successfully in 12ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,035 | INFO  | NOT NULL constraint has been added to WIKI_PAGE_VERSIONS.CREATED_DATE [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,048 | INFO  | NOT NULL constraint has been added to WIKI_PAGE_VERSIONS.UPDATED_DATE [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,050 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-52::wiki ran successfully in 25ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,075 | INFO  | NOT NULL constraint has been added to WIKI_TEMPLATES.CREATED_DATE [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,088 | INFO  | NOT NULL constraint has been added to WIKI_TEMPLATES.UPDATED_DATE [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,089 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-53::wiki ran successfully in 25ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,124 | INFO  | Unique constraint added to WIKI_WIKIS(OWNER, TYPE) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,126 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-54::wiki ran successfully in 25ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,153 | INFO  | Index IDX_WIKI_PAGES_01 created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,155 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-55::wiki ran successfully in 18ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,173 | INFO  | WIKI_PAGES.NAME datatype was changed to NVARCHAR(1000) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,181 | INFO  | WIKI_PAGES.TITLE datatype was changed to NVARCHAR(1000) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,187 | INFO  | WIKI_PAGE_VERSIONS.NAME datatype was changed to NVARCHAR(1000) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,193 | INFO  | WIKI_PAGE_VERSIONS.TITLE datatype was changed to NVARCHAR(1000) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,203 | INFO  | WIKI_PAGE_MOVES.PAGE_NAME datatype was changed to NVARCHAR(1000) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,214 | INFO  | WIKI_TEMPLATES.NAME datatype was changed to NVARCHAR(1000) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,221 | INFO  | WIKI_TEMPLATES.TITLE datatype was changed to NVARCHAR(1000) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,227 | INFO  | WIKI_DRAFT_PAGES.NAME datatype was changed to NVARCHAR(1000) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,233 | INFO  | WIKI_DRAFT_PAGES.TITLE datatype was changed to NVARCHAR(1000) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,234 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-57::wiki ran successfully in 69ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,266 | INFO  | Columns PARENT_PAGE_ID(BIGINT) added to WIKI_DRAFT_PAGES [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,267 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-58::wiki ran successfully in 16ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,300 | INFO  | Sequence SEQ_WIKI_WIKIS_WIKI_ID created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,326 | INFO  | Sequence SEQ_WIKI_PAGES_PAGE_ID created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,333 | INFO  | Sequence SEQ_WIKI_PAGE_ATTACH_ATTACH_ID created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,339 | INFO  | Sequence SEQ_WIKI_PAGE_VERSIONS_VERS_ID created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,347 | INFO  | Sequence SEQ_WIKI_PAGE_MOVES_MOVE_ID created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,358 | INFO  | Sequence SEQ_WIKI_EMOTION_ICONS_ICON_ID created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,368 | INFO  | Sequence SEQ_WIKI_TEMPLATES_TEMPLATE_ID created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,374 | INFO  | Sequence SEQ_WIKI_DRAFT_PAGES_DRAFT_ID created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,375 | INFO  | ChangeSet db/changelog/wiki.db.changelog-1.0.0.xml::1.0.0-59::wiki ran successfully in 90ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,389 | INFO  | Successfully released change log lock [liquibase.lockservice<Catalina-utility-1>] 
2023-08-24 11:48:39,390 | INFO  | Processing changelogs of PortalRDBMSChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<Catalina-utility-1>] 
2023-08-24 11:48:39,390 | INFO  |   * processing changelog db/changelog/gatein-token.db.changelog-1.0.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<Catalina-utility-1>] 
2023-08-24 11:48:39,394 | INFO  | Set default schema name to PUBLIC [liquibase.database<Catalina-utility-1>] 
2023-08-24 11:48:39,437 | INFO  | Successfully acquired change log lock [liquibase.lockservice<Catalina-utility-1>] 
2023-08-24 11:48:39,904 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,975 | INFO  | Table PORTAL_TOKENS created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,976 | INFO  | ChangeSet db/changelog/gatein-token.db.changelog-1.0.0.xml::1.0.0-1::gatein-token ran successfully in 12ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,995 | INFO  | Sequence SEQ_GATEIN_TOKEN_ID_GENERATOR created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:39,996 | INFO  | ChangeSet db/changelog/gatein-token.db.changelog-1.0.0.xml::1.0.0-3::gatein-token ran successfully in 6ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:40,025 | INFO  | Columns TOKEN_TYPE(VARCHAR(250)) added to PORTAL_TOKENS [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:40,026 | INFO  | ChangeSet db/changelog/gatein-token.db.changelog-1.0.0.xml::1.0.0-4::gatein-token ran successfully in 9ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:40,046 | INFO  | PORTAL_TOKENS.PASSWORD datatype was changed to NVARCHAR(500) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:40,047 | INFO  | ChangeSet db/changelog/gatein-token.db.changelog-1.0.0.xml::1.0.0-5::gatein-token ran successfully in 8ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:40,060 | INFO  | Successfully released change log lock [liquibase.lockservice<Catalina-utility-1>] 
2023-08-24 11:48:40,061 | INFO  | Processing changelogs of AppCenterChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<Catalina-utility-1>] 
2023-08-24 11:48:40,062 | INFO  |   * processing changelog db.changelogs/app-center-changelog-1.0.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<Catalina-utility-1>] 
2023-08-24 11:48:40,069 | INFO  | Set default schema name to PUBLIC [liquibase.database<Catalina-utility-1>] 
2023-08-24 11:48:40,105 | INFO  | Successfully acquired change log lock [liquibase.lockservice<Catalina-utility-1>] 
2023-08-24 11:48:40,563 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:40,803 | INFO  | Table AC_APPLICATION created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:40,812 | INFO  | Table AC_FAVORITE_APPLICATION created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:40,813 | INFO  | ChangeSet db.changelogs/app-center-changelog-1.0.0.xml::1.0.0-1::appCenter ran successfully in 118ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:40,934 | INFO  | Foreign key constraint added to AC_FAVORITE_APPLICATION (APPLICATION_ID) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:40,935 | INFO  | ChangeSet db.changelogs/app-center-changelog-1.0.0.xml::1.0.0-2::appCenter ran successfully in 99ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:40,961 | INFO  | Columns IS_SYSTEM(BOOLEAN) added to AC_APPLICATION [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:40,962 | INFO  | ChangeSet db.changelogs/app-center-changelog-1.0.0.xml::1.0.0-3::appCenter ran successfully in 10ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:40,996 | INFO  | Columns APPLICATION_ORDER(BIGINT) added to AC_FAVORITE_APPLICATION [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:40,997 | INFO  | ChangeSet db.changelogs/app-center-changelog-1.0.0.xml::1.0.0-5::appCenter ran successfully in 14ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:41,032 | INFO  | Columns HELP_PAGE_URL(VARCHAR(500)) added to AC_APPLICATION [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:41,034 | INFO  | ChangeSet db.changelogs/app-center-changelog-1.0.0.xml::1.0.0-6::appCenter ran successfully in 14ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:41,060 | INFO  | Columns IS_MOBILE(BOOLEAN) added to AC_APPLICATION [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:41,061 | INFO  | ChangeSet db.changelogs/app-center-changelog-1.0.0.xml::1.0.0-7::appCenter ran successfully in 10ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:41,089 | INFO  | Columns IS_CHANGED_MANUALLY(BOOLEAN) added to AC_APPLICATION [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:41,090 | INFO  | ChangeSet db.changelogs/app-center-changelog-1.0.0.xml::1.0.0-8::appCenter ran successfully in 13ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:41,216 | INFO  | Sequence SEQ_APPLICATION_ID created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:41,221 | INFO  | Sequence SEQFAVORITE_APPLICATION_ID created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:41,222 | INFO  | ChangeSet db.changelogs/app-center-changelog-1.0.0.xml::1.0.0-9::appCenter ran successfully in 14ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:41,238 | INFO  | Successfully released change log lock [liquibase.lockservice<Catalina-utility-1>] 
2023-08-24 11:48:41,239 | INFO  | Processing changelogs of CommonsChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<Catalina-utility-1>] 
2023-08-24 11:48:41,239 | INFO  |   * processing changelog db/changelog/notifications.db.changelog-1.0.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<Catalina-utility-1>] 
2023-08-24 11:48:41,243 | INFO  | Set default schema name to PUBLIC [liquibase.database<Catalina-utility-1>] 
2023-08-24 11:48:41,279 | INFO  | Successfully acquired change log lock [liquibase.lockservice<Catalina-utility-1>] 
2023-08-24 11:48:41,836 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,048 | INFO  | Table NTF_EMAIL_NOTIFS created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,049 | INFO  | ChangeSet db/changelog/notifications.db.changelog-1.0.0.xml::1.0.0-1::notifications ran successfully in 12ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,091 | INFO  | Table NTF_EMAIL_NOTIFS_PARAMS created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,092 | INFO  | ChangeSet db/changelog/notifications.db.changelog-1.0.0.xml::1.0.0-2::notifications ran successfully in 16ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,127 | INFO  | Table NTF_EMAIL_NOTIFS_DIGEST created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,128 | INFO  | ChangeSet db/changelog/notifications.db.changelog-1.0.0.xml::1.0.0-3::notifications ran successfully in 19ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,152 | INFO  | Foreign key constraint added to NTF_EMAIL_NOTIFS_PARAMS (EMAIL_NOTIF_ID) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,153 | INFO  | ChangeSet db/changelog/notifications.db.changelog-1.0.0.xml::1.0.0-7::notifications ran successfully in 10ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,180 | INFO  | Foreign key constraint added to NTF_EMAIL_NOTIFS_DIGEST (EMAIL_NOTIF_ID) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,181 | INFO  | ChangeSet db/changelog/notifications.db.changelog-1.0.0.xml::1.0.0-8::notifications ran successfully in 13ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,208 | INFO  | Table NTF_WEB_NOTIFS created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,211 | INFO  | ChangeSet db/changelog/notifications.db.changelog-1.0.0.xml::1.0.0-9::notifications ran successfully in 12ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,236 | INFO  | Table NTF_WEB_NOTIFS_PARAMS created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,237 | INFO  | ChangeSet db/changelog/notifications.db.changelog-1.0.0.xml::1.0.0-10::notifications ran successfully in 8ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,270 | INFO  | Table NTF_WEB_NOTIFS_USERS created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,272 | INFO  | ChangeSet db/changelog/notifications.db.changelog-1.0.0.xml::1.0.0-11::notifications ran successfully in 10ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,297 | INFO  | Foreign key constraint added to NTF_WEB_NOTIFS_PARAMS (WEB_NOTIF_ID) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,298 | INFO  | ChangeSet db/changelog/notifications.db.changelog-1.0.0.xml::1.0.0-15::notifications ran successfully in 9ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,324 | INFO  | Foreign key constraint added to NTF_WEB_NOTIFS_USERS (WEB_NOTIF_ID) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,325 | INFO  | ChangeSet db/changelog/notifications.db.changelog-1.0.0.xml::1.0.0-16::notifications ran successfully in 11ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,352 | INFO  | Table EMAIL_QUEUE created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,353 | INFO  | ChangeSet db/changelog/notifications.db.changelog-1.0.0.xml::1.0.0-17::notifications ran successfully in 13ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,387 | INFO  | NOT NULL constraint has been added to NTF_WEB_NOTIFS_USERS.RECEIVER [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,388 | INFO  | ChangeSet db/changelog/notifications.db.changelog-1.0.0.xml::1.0.0-19::notifications ran successfully in 15ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,412 | INFO  | Sequence SEQ_NTF_EMAIL_NOTIF created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,420 | INFO  | Sequence SEQ_NTF_EMAIL_PARAMS created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,427 | INFO  | Sequence SEQ_NTF_EMAIL_DIGEST created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,435 | INFO  | Sequence SEQ_NTF_WEB_NOTIFS created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,442 | INFO  | Sequence SEQ_NTF_WEB_PARAMS created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,450 | INFO  | Sequence SEQ_NTF_WEB_USERS created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,458 | INFO  | Sequence SEQ_NTF_EMAIL_QUEUE created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,459 | INFO  | ChangeSet db/changelog/notifications.db.changelog-1.0.0.xml::1.0.0-21::notifications ran successfully in 56ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:42,470 | INFO  | Successfully released change log lock [liquibase.lockservice<Catalina-utility-1>] 
2023-08-24 11:48:42,474 | INFO  | Processing changelogs of SettingsChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<Catalina-utility-1>] 
2023-08-24 11:48:42,475 | INFO  |   * processing changelog db/changelog/settings.db.changelog-1.0.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<Catalina-utility-1>] 
2023-08-24 11:48:42,482 | INFO  | Set default schema name to PUBLIC [liquibase.database<Catalina-utility-1>] 
2023-08-24 11:48:42,518 | INFO  | Successfully acquired change log lock [liquibase.lockservice<Catalina-utility-1>] 
2023-08-24 11:48:43,055 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,185 | INFO  | Table STG_CONTEXTS created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,189 | INFO  | ChangeSet db/changelog/settings.db.changelog-1.0.0.xml::1.0.0-1::settings ran successfully in 17ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,237 | INFO  | Table STG_SCOPES created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,238 | INFO  | ChangeSet db/changelog/settings.db.changelog-1.0.0.xml::1.0.0-2::settings ran successfully in 11ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,264 | INFO  | Table STG_SETTINGS created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,265 | INFO  | ChangeSet db/changelog/settings.db.changelog-1.0.0.xml::1.0.0-3::settings ran successfully in 11ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,292 | INFO  | Foreign key constraint added to STG_SETTINGS (CONTEXT_ID) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,293 | INFO  | ChangeSet db/changelog/settings.db.changelog-1.0.0.xml::1.0.0-7::settings ran successfully in 10ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,316 | INFO  | Foreign key constraint added to STG_SETTINGS (SCOPE_ID) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,317 | INFO  | ChangeSet db/changelog/settings.db.changelog-1.0.0.xml::1.0.0-8::settings ran successfully in 11ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,339 | INFO  | Unique constraint added to STG_CONTEXTS(TYPE, NAME) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,341 | INFO  | ChangeSet db/changelog/settings.db.changelog-1.0.0.xml::1.0.0-9::settings ran successfully in 11ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,366 | INFO  | Unique constraint added to STG_SCOPES(TYPE, NAME) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,367 | INFO  | ChangeSet db/changelog/settings.db.changelog-1.0.0.xml::1.0.0-10::settings ran successfully in 10ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,430 | INFO  | Unique constraint added to STG_SETTINGS(NAME, SCOPE_ID, CONTEXT_ID) [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,431 | INFO  | ChangeSet db/changelog/settings.db.changelog-1.0.0.xml::1.0.0-11::settings ran successfully in 29ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,479 | INFO  | Index IDX_STG_SETTINGS_01 created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,486 | INFO  | Index IDX_STG_SETTINGS_02 created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,495 | INFO  | Index IDX_STG_SETTINGS_03 created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,496 | INFO  | ChangeSet db/changelog/settings.db.changelog-1.0.0.xml::1.0.0-12::settings ran successfully in 26ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,525 | INFO  | Sequence SEQ_STG_SETTINGS_COMMON_ID created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,546 | INFO  | Sequence SEQ_STG_CONTEXT_COMMON_ID created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,563 | INFO  | Sequence SEQ_STG_SCOPE_COMMON_ID created [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,565 | INFO  | ChangeSet db/changelog/settings.db.changelog-1.0.0.xml::1.0.0-13::settings ran successfully in 52ms [liquibase.changelog<Catalina-utility-1>] 
2023-08-24 11:48:43,612 | INFO  | Successfully released change log lock [liquibase.lockservice<Catalina-utility-1>] 
2023-08-24 11:48:43,613 | INFO  | Processing changelogs of IDMQueueChangeLogsPlugin [o.e.c.p.impl.LiquibaseDataInitializer<Catalina-utility-1>] 
2023-08-24 11:48:43,613 | INFO  |   * processing changelog db/changelog/idm.queue.db.changelog-1.0.0.xml [o.e.c.p.impl.LiquibaseDataInitializer<Catalina-utility-1>] 
2023-08-24 11:48:43,618 | INFO  | Set default schema name to PUBLIC [liquibase.database<Catalina-utility-1>] 
2023-08-24 11:48:43,656 | INFO  | Successfully acquired change log lock [liquibase.lockservice<Catalina-utility-1>] 
2023-08-24 11:48:44,378 | INFO  | Reading from PUBLIC.DATABASECHANGELOG [liquibase.changelog<Catalina-utility-1>] 
